text,mask
"DEPARTMENT: IS WORKING TITLE: Business Systems Analyst EXEMPT/NON EXEMPT: Exempt REPORTING RELATIONSHIPS REPORTS TO: Director of IS COORDINATES WITH: Entire IS team SUPERVISES: N/A JOB FUNCTIONS Candidates must be excellent analytical thinkers and problem solvers , as well as effective communicators Exceptional written and oral communication abilities are required. Leadership",O O O O S_Misc_Info E_Misc_Info E_Misc_Info O O O O O O O O O O O O O O O O O O O O O O O S_Soft_Skill E_Soft_Skill O S_Soft_Skill E_Soft_Skill O O O O S_Soft_Skill E_Soft_Skill O S_Soft_Skill O E_Soft_Skill E_Soft_Skill O O O S_Soft_Skill
", initiative and advanced computer skills , including programming experience , also are integral. Responsibilities include , but are not limited to: Â· Evaluating business processes , anticipating requirements , uncovering areas for improvement , and developing and implementing solutions Â· Performing requirements analysi Â· Ensuring solutions meet business needs",O S_Soft_Skill O O S_Hard_Skill E_Hard_Skill O O S_Hard_Skill E_Hard_Skill O O O O O O O O O O O O O S_resp E_resp E_resp O S_resp E_resp O S_resp S_resp O E_resp O O S_resp O E_resp E_resp O S_resp E_resp E_resp O S_resp E_resp O E_resp E_resp
"and requirements Â· Managing projects , developing project plans , and monitoring performance Â· Acting as a liaison between developers/software providers and end users to ensure technical compatibility and satisfaction. Â· Analyzing data , developing reports and dashboards. Â· Performing quality assurance and user acceptance testing Â· Updating , implementing",O E_resp O S_resp E_resp O S_resp E_resp E_resp O O S_resp E_resp O S_resp O O E_resp O E_resp E_resp O O O O O O O O O O S_resp O O O O O O O S_resp E_resp E_resp O S_resp E_resp E_resp O S_resp O S_resp
", and maintaining procedures Â· Implementing , integrating , and maintaining information systems Â· Staying up-to-date on the latest process and IT advancements to automate and modernize systems. Requirements: Â· Exceptional analytical and conceptual thinking skills Â· Strong understanding of relational databases , SQL Â· Experience in SSRS , PowerBI",O O S_resp E_resp O S_resp O S_resp O O S_resp E_resp E_resp O S_Soft_Skill E_Soft_Skill O O E_Soft_Skill E_Soft_Skill O E_Soft_Skill E_Soft_Skill O O O O O O O O S_Soft_Skill O E_Soft_Skill E_Soft_Skill E_Soft_Skill O O S_Soft_Skill O E_Soft_Skill E_Soft_Skill O S_Hard_Skill O O O S_Hard_Skill O S_Hard_Skill
", Power Query preferred Â· Advanced data analysis skills Â· Ability to impact operations and effect change without being confrontational Â· Detail oriented , analytical and inquisitive Â· Ability to work independently and with others Â· Extremely organized with strong time-management skills Â· Excellent communication and documentation skills  MINIMUM",O S_Hard_Skill E_Hard_Skill O O O S_Hard_Skill E_Hard_Skill E_Hard_Skill O O O S_Hard_Skill E_Hard_Skill O S_Hard_Skill E_Hard_Skill O O O O S_Soft_Skill E_Soft_Skill O S_Soft_Skill O S_Soft_Skill O S_Soft_Skill O E_Soft_Skill E_Soft_Skill O E_Soft_Skill E_Soft_Skill O S_Soft_Skill E_Soft_Skill O E_Soft_Skill E_Soft_Skill E_Soft_Skill O S_Soft_Skill E_Soft_Skill O E_Soft_Skill E_Soft_Skill O O
"QUALIFICATIONS Education and Experience: Â· Bachelorâ€™s degree in information systems , computer science or a similar field from an accredited college or university. Â· At least 5 years of applicable work experience WHO WE ARE Wasatch Global Investors is a 100% employee-owned firm exclusively focused on active investment management. We",O O O O O S_degree E_degree O S_degree E_degree O S_degree E_degree O O O O O O O O O O O O O S_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince E_Years_Experince O O O S_Company_Name E_Company_Name E_Company_Name O O O O O O O O O O O O
"use a collaborative , bottom-up fundamental approach to identify exceptional companies we believe are high-quality , stable , and have the potential to grow earnings for long periods of time. Following our early success investing in domestic small cap stocks , Wasatch has evolved thoughtfully and organically over four decades.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Today , with nearly $25 billion in assets under management , and 18 strategies spanning the United States , international , and emerging markets , Wasatch provides comprehensive research of small , micro , and mid cap companies across the globe. Our investment team of 33 investment professionals includes 17",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"portfolio managers with an average of 22 years of research experience and 15 years at Wasatch. Wasatch Global Investors is an Equal Opportunity Employer. In order to provide equal employment and advancement opportunities to all individuals , employment decisions at Wasatch Global Investors will be based on merit , qualifications",O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name E_Company_Name O O O O O O O O O O O O O O O O O O O O O S_Company_Name E_Company_Name E_Company_Name O O O O O O O
", abilities and other legitimate business factors. Wasatch Global Investors does not discriminate in employment opportunities or practices on the basis of race , color , religion , sex (including pregnancy and gender) , sexual orientation , gender identity , disability , national origin , ethnic background , age (40",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"and over) , genetic information (including of a family member) , military service , citizenship and/or any other characteristic protected by applicable law.",O O O O O O O O O O O O O O O O O O O O O O O
"(Updated October 2022) This application is focused on a fast-growing , very well funded Series B company with an office in Salt Lake City however , when you apply we will consider you for ALL engineering roles available at ALL Task Force Talent clients in ALL locations (DC area ,",O O O O O O O O O O O O O O O O O O O O O S_location E_location E_location O O O O O O O O O O O O O O O O O O O O O O O S_location E_location O
"Chicago , Boston , New York , and full remote roles.) At any one time , we are recruiting software engineers , AI , and Data Science for a dozen companies of all sizes , including:  -- Multiple AI related companies -- Multiple cyber security/insider threat companies -- Other",S_location O S_location O S_location E_location O O O O O O O O O O O O O S_Hard_Skill E_Hard_Skill O S_Hard_Skill O O S_Hard_Skill E_Hard_Skill O O O O O O O O O O O O S_Hard_Skill O O O O S_Hard_Skill E_Hard_Skill O O O O
"interesting firms ranging from quantum computing to RF imaging -- Stealth mode startups -- A number of larger companies and government contractors , if applicable.  All are WELL FUNDED with plenty of runway.  If we see an immediate fit , we will contact you directly. If not ,",O O O O O O O S_Hard_Skill E_Hard_Skill O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"but we think there is a good chance in the future , we will keep you under consideration for all future roles. No further action required!  WHY WE ARE DOING IT THIS WAY:  We 've FREQUENTLY seen great people apply to the wrong job -- and once we",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"'ve connected them with another position they didn 't see , they 've gotten hired!  PLEASE READ THIS ENTIRE POST TO AVOID AUTOMATIC REJECTION  ***There is a LUCKY NUMBER at the end of this post. You MUST enter this number in the screening questions to avoid automatic rejection.***",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
" WHAT WE ARE LOOKING FOR:  -- 5+ years of real world software engineering , data science , or AI/ML experience -- Experience with multiple languages , most often Python , Java , Javascript , C++ flavors , R (for data science etc. -- Ideally experience with a major",O O O O O O O O O O O O O S_Hard_Skill E_Hard_Skill O S_Hard_Skill E_Hard_Skill O O S_Hard_Skill E_Hard_Skill O O O O O O O O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O O S_Hard_Skill O S_Hard_Skill E_Hard_Skill O O O O O O O
"cloud provider and technologies such as K8s , Docker , etc. -- Ideally full stack experience (frontend , backend , databases often people have their favorite (or least favorite) areas but you should be familiar with all these key components. -- Good human being who can work on a team.",S_Hard_Skill E_Hard_Skill O E_Hard_Skill O O S_Hard_Skill O S_Hard_Skill O O O O S_Hard_Skill E_Hard_Skill E_Hard_Skill S_Hard_Skill O S_Hard_Skill O S_Hard_Skill O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"-- You 've been doing this long enough that you 've crashed and burned on a project and can talk about it. If you haven 't failed before , you haven 't tried to do hard things.  The interview process varies according to company--most of our clients move quickly",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"with 2 or 3 rounds. Usually there 's a technical coding project (sometimes take home , sometimes along side someone.) None of our companies at the moment are doing the high pressure , leetcode type interviews--they think those are not super useful and we agree.  HOW WE MATCH YOU",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
WITH ONE OR MORE OPPORTUNITIES:  -- Interests -- Technical skills -- Location preference + remote/hybrid -- Salary preferences -- Your timeline (it 's FAR better to talk to us early!)  Sometimes we set people up with 3+ interviews at a time; sometimes there 's clearly a best fit,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
", and sometimes we really like the person and don 't have anything now but will actively search for something in the future.  *We currently receive too many applications across multiple platforms to provide individual feedback; we 're working on how to do this better.  *NO internships at",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"this time , sorry! You should be available for full time employment.  *If you are enrolled in an undergraduate program , please DO NOT apply more than 120 days before graduation. Companies are NOT hiring for summer 2023 at this time.  *You MUST be a U.S. citizen or",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
